BASEBALL

{'id': '2211792', 'name_brief': 'A. A.', 'first_name': 'Albert', 'last_name': 'Abreu', 'position': 'SP', 'age': 22}
{'id': '1959090', 'name_brief': 'J. S.', 'first_name': 'Junior', 'last_name': 'Sosa', 'position': 'CF', 'age': 27}
{'id': '2826036', 'name_brief': 'G. S.', 'first_name': 'Gregory', 'last_name': 'Soto', 'position': 'P', 'age': 23}
{'id': '2167476', 'name_brief': 'I. S.', 'first_name': 'Isael', 'last_name': 'Soto', 'position': 'RF', 'age': 21}
{'id': '2804933', 'name_brief': 'J. S.', 'first_name': 'Junior', 'last_name': 'Soto', 'position': 'CF', 'age': 21}
{'id': '1741011', 'name_brief': 'S. S.', 'first_name': 'Steven', 'last_name': 'Souza', 'position': 'RF', 'age': 28}
{'id': '549986', 'name_brief': 'D. S.', 'first_name': 'Denard', 'last_name': 'Span', 'position': 'CF', 'age': 34}
{'id': '1846231', 'name_brief': 'C. S.', 'first_name': 'Cory', 'last_name': 'Spangenberg', 'position': '3B', 'age': 27}
{'id': '2504264', 'name_brief': 'G. S.', 'first_name': 'Glenn', 'last_name': 'Sparkman', 'position': 'RP', 'age': 25}
{'id': '2169691', 'name_brief': 'T. S.', 'first_name': 'Taylor', 'last_name': 'Sparks', 'position': '3B', 'age': 25}
{'id': '2171158', 'name_brief': 'S. S.', 'first_name': 'Seth', 'last_name': 'Spivey', 'position': '2B', 'age': 25}
{'id': '2170524', 'name_brief': 'K. S.', 'first_name': 'Kurt', 'last_name': 'Spomer', 'position': 'P', 'age': 28}
{'id': '1894629', 'name_brief': 'G. S.', 'first_name': 'George', 'last_name': 'Springer', 'position': 'CF', 'age': 28}
{'id': '2750314', 'name_brief': 'T. S.', 'first_name': 'Tyler', 'last_name': 'Spurlin', 'position': 'P', 'age': 26}
{'id': '2119598', 'name_brief': 'J. S.', 'first_name': 'Jacob', 'last_name': 'Stallings', 'position': 'C', 'age': 28}
{'id': '2038820', 'name_brief': 'E. S.', 'first_name': 'Eric', 'last_name': 'Stamets', 'position': 'SS', 'age': 26}
{'id': '1671002', 'name_brief': 'C. S.', 'first_name': 'Craig', 'last_name': 'Stammen', 'position': 'RP', 'age': 34}
{'id': '2068544', 'name_brief': 'R. S.', 'first_name': 'Ryne', 'last_name': 'Stanek', 'position': 'RP', 'age': 26}
{'id': '1630093', 'name_brief': 'G. S.', 'first_name': 'Giancarlo', 'last_name': 'Stanton', 'position': 'RF', 'age': 28}
{'id': '1894624', 'name_brief': 'B. S.', 'first_name': 'Bubba', 'last_name': 'Starling', 'position': 'RF', 'age': 25}
{'id': '2215965', 'name_brief': 'B. S.', 'first_name': 'Brock', 'last_name': 'Stassi', 'position': '1B', 'age': 28}
{'id': '1727686', 'name_brief': 'M. S.', 'first_name': 'Max', 'last_name': 'Stassi', 'position': 'C', 'age': 27}
{'id': '2228473', 'name_brief': 'D. S.', 'first_name': 'Drew', 'last_name': 'Steckenrider', 'position': 'RP', 'age': 27}
{'id': '2120230', 'name_brief': 'C. S.', 'first_name': 'Craig', 'last_name': 'Stem', 'position': 'P', 'age': 28}
{'id': '2837558', 'name_brief': 'T. S.', 'first_name': 'Trevor', 'last_name': 'Stephan', 'position': 'SP', 'age': 22}
{'id': '2044106', 'name_brief': 'J. S.', 'first_name': 'Jackson', 'last_name': 'Stephens', 'position': 'SP', 'age': 23}
{'id': '2228500', 'name_brief': 'R. S.', 'first_name': 'Ryan', 'last_name': 'Stephens', 'position': 'CF', 'age': 25}
{'id': '1894642', 'name_brief': 'R. S.', 'first_name': 'Robert', 'last_name': 'Stephenson', 'position': 'RP', 'age': 25}
{'id': '2211212', 'name_brief': 'A. S.', 'first_name': 'Andrew', 'last_name': 'Stevenson', 'position': 'RF', 'age': 23}
{'id': '2245782', 'name_brief': 'B. S.', 'first_name': 'Brock', 'last_name': 'Stewart', 'position': 'RP', 'age': 26}
{'id': '2066292', 'name_brief': 'K. S.', 'first_name': 'Kohl', 'last_name': 'Stewart', 'position': 'SP', 'age': 23}
{'id': '1794787', 'name_brief': 'J. S.', 'first_name': 'Jason', 'last_name': 'Stoffel', 'position': 'RP', 'age': 29}
{'id': '1945488', 'name_brief': 'T. S.', 'first_name': 'Trevor', 'last_name': 'Story', 'position': 'SS', 'age': 25}
{'id': '2592845', 'name_brief': 'E. S.', 'first_name': 'Eric', 'last_name': 'Stout', 'position': 'RP', 'age': 25}
{'id': '2210233', 'name_brief': 'M. S.', 'first_name': 'Matt', 'last_name': 'Strahm', 'position': 'RP', 'age': 26}
{'id': '1988996', 'name_brief': 'D. S.', 'first_name': 'Dan', 'last_name': 'Straily', 'position': 'SP', 'age': 29}
{'id': '1675980', 'name_brief': 'S. S.', 'first_name': 'Stephen', 'last_name': 'Strasburg', 'position': 'SP', 'age': 29}
{'id': '2044544', 'name_brief': 'C. S.', 'first_name': 'Chris', 'last_name': 'Stratton', 'position': 'SP', 'age': 27}
{'id': '2218077', 'name_brief': 'M. S.', 'first_name': 'Michael', 'last_name': 'Strentz', 'position': 'C', 'age': 26}
{'id': '2027413', 'name_brief': 'H. S.', 'first_name': 'Hunter', 'last_name': 'Strickland', 'position': 'RP', 'age': 29}
{'id': '2044533', 'name_brief': 'R. S.', 'first_name': 'Ross', 'last_name': 'Stripling', 'position': 'RP', 'age': 28}
{'id': '2001082', 'name_brief': 'M. S.', 'first_name': 'Marcus', 'last_name': 'Stroman', 'position': 'SP', 'age': 26}
{'id': '1392909', 'name_brief': 'P. S.', 'first_name': 'Pedro', 'last_name': 'Strop', 'position': 'RP', 'age': 32}
{'id': '2169778', 'name_brief': 'D. S.', 'first_name': 'Daniel', 'last_name': 'Stumpf', 'position': 'RP', 'age': 27}
{'id': '1960254', 'name_brief': 'E. S.', 'first_name': 'Eugenio', 'last_name': 'Suarez', 'position': '3B', 'age': 26}
{'id': '1735795', 'name_brief': 'J. S.', 'first_name': 'Jesus', 'last_name': 'Sucre', 'position': 'C', 'age': 29}
{'id': '2228501', 'name_brief': 'D. S.', 'first_name': 'Daniel', 'last_name': 'Suero', 'position': 'CF', 'age': 23}
{'id': '2218668', 'name_brief': 'W. S.', 'first_name': 'Wander', 'last_name': 'Suero', 'position': 'RP', 'age': 26}
{'id': '2066838', 'name_brief': 'C. S.', 'first_name': 'Colby', 'last_name': 'Suggs', 'position': 'RP', 'age': 26}
{'id': '2216703', 'name_brief': 'J. S.', 'first_name': 'J.C.', 'last_name': 'Sulbaran', 'position': 'SP', 'age': 28}
{'id': '2797627', 'name_brief': 'Z. S.', 'first_name': 'Zach', 'last_name': 'Sullivan', 'position': 'CF', 'age': 22}
{'id': '2167462', 'name_brief': 'T. S.', 'first_name': 'Trey', 'last_name': 'Supak', 'position': 'P', 'age': 21}
{'id': '1937573', 'name_brief': 'A. S.', 'first_name': 'Andrew', 'last_name': 'Susac', 'position': 'C', 'age': 28}
{'id': '2124204', 'name_brief': 'B. S.', 'first_name': 'Brent', 'last_name': 'Suter', 'position': 'SP', 'age': 28}
{'id': '211807', 'name_brief': 'I. S.', 'first_name': 'Ichiro', 'last_name': 'Suzuki', 'position': 'RF', 'age': 44}
{'id': '546504', 'name_brief': 'K. S.', 'first_name': 'Kurt', 'last_name': 'Suzuki', 'position': 'C', 'age': 34}
{'id': '2050583', 'name_brief': 'W. S.', 'first_name': 'Will', 'last_name': 'Swanner', 'position': 'C', 'age': 26}
{'id': '2184343', 'name_brief': 'D. S.', 'first_name': 'Dansby', 'last_name': 'Swanson', 'position': 'SS', 'age': 24}
{'id': '1102983', 'name_brief': 'A. S.', 'first_name': 'Anthony', 'last_name': 'Swarzak', 'position': 'RP', 'age': 32}
{'id': '2048790', 'name_brief': 'D. S.', 'first_name': 'Darnell', 'last_name': 'Sweeney', 'position': 'LF', 'age': 27}
{'id': '1894641', 'name_brief': 'B. S.', 'first_name': 'Blake', 'last_name': 'Swihart', 'position': 'C', 'age': 26}
{'id': '2171824', 'name_brief': 'A. S.', 'first_name': 'Alex', 'last_name': 'Swim', 'position': 'C', 'age': 27}
{'id': '1757988', 'name_brief': 'N. S.', 'first_name': 'Noah', 'last_name': 'Syndergaard', 'position': 'SP', 'age': 25}
{'id': '1757995', 'name_brief': 'M. S.', 'first_name': 'Matt', 'last_name': 'Szczur', 'position': 'LF', 'age': 28}
{'id': '2837585', 'name_brief': 'M. T.', 'first_name': 'Matt', 'last_name': 'Tabor', 'position': 'SP', 'age': 19}
{'id': '1765805', 'name_brief': 'P. T.', 'first_name': 'Peter', 'last_name': 'Tago', 'position': 'SP', 'age': 25}
{'id': '2119367', 'name_brief': 'T. T.', 'first_name': 'Travis', 'last_name': 'Taijeron', 'position': 'RF', 'age': 29}
{'id': '1765806', 'name_brief': 'J. T.', 'first_name': 'Jameson', 'last_name': 'Taillon', 'position': 'SP', 'age': 26}
{'id': '2114443', 'name_brief': 'M. T.', 'first_name': 'Masahiro', 'last_name': 'Tanaka', 'position': 'SP', 'age': 29}
{'id': '2117124', 'name_brief': 'R. T.', 'first_name': 'Raimel', 'last_name': 'Tapia', 'position': 'RF', 'age': 24}
{'id': '2837588', 'name_brief': 'F. T.', 'first_name': 'Freddy', 'last_name': 'Tarnok', 'position': 'SP', 'age': 19}
{'id': '2167346', 'name_brief': 'S. T.', 'first_name': 'Stephen', 'last_name': 'Tarpley', 'position': 'P', 'age': 25}
{'id': '2226605', 'name_brief': 'J. T.', 'first_name': 'Jordan', 'last_name': 'Tarsovich', 'position': '2B', 'age': 26}
{'id': '1739602', 'name_brief': 'D. T.', 'first_name': 'Donavan', 'last_name': 'Tate', 'position': 'CF', 'age': 27}
{'id': '2170179', 'name_brief': 'M. T.', 'first_name': 'Mike', 'last_name': 'Tauchman', 'position': 'RF', 'age': 27}
{'id': '2624306', 'name_brief': 'B. T.', 'first_name': 'Ben', 'last_name': 'Taylor', 'position': 'RP', 'age': 25}
{'id': '2048496', 'name_brief': 'C. T.', 'first_name': 'Chris', 'last_name': 'Taylor', 'position': 'CF', 'age': 27}
{'id': '2226787', 'name_brief': 'L. T.', 'first_name': 'Logan', 'last_name': 'Taylor', 'position': 'OF', 'age': 24}
{'id': '2599644', 'name_brief': 'L. T.', 'first_name': 'Logan', 'last_name': 'Taylor', 'position': 'RP', 'age': 26}
{'id': '1954849', 'name_brief': 'M. T.', 'first_name': 'Michael', 'last_name': 'Taylor', 'position': 'CF', 'age': 27}
{'id': '2910605', 'name_brief': 'S. T.', 'first_name': 'Samad', 'last_name': 'Taylor', 'position': '2B', 'age': 19}
{'id': '1655261', 'name_brief': 'J. T.', 'first_name': 'Junichi', 'last_name': 'Tazawa', 'position': 'RP', 'age': 31}
{'id': '1718082', 'name_brief': 'J. T.', 'first_name': 'Julio', 'last_name': 'Teheran', 'position': 'SP', 'age': 27}
{'id': '2044388', 'name_brief': 'L. T.', 'first_name': 'Luis', 'last_name': 'Tejada', 'position': 'OF', 'age': 25}
{'id': '1595127', 'name_brief': 'R. T.', 'first_name': 'Ruben', 'last_name': 'Tejada', 'position': 'SS', 'age': 28}
{'id': '2507356', 'name_brief': 'A. T.', 'first_name': 'Anderson', 'last_name': 'Tejeda', 'position': 'SS', 'age': 19}
{'id': '2118883', 'name_brief': 'T. T.', 'first_name': 'Tomas', 'last_name': 'Telis', 'position': '1B', 'age': 26}
{'id': '2171831', 'name_brief': 'R. T.', 'first_name': 'Rowdy', 'last_name': 'Tellez', 'position': '1B', 'age': 23}
{'id': '2048689', 'name_brief': 'N. T.', 'first_name': 'Nate', 'last_name': 'Tenbrink', 'position': '3B', 'age': 31}
{'id': '1945614', 'name_brief': 'R. T.', 'first_name': 'Ryan', 'last_name': 'Tepera', 'position': 'RP', 'age': 30}
{'id': '1741019', 'name_brief': 'E. T.', 'first_name': 'Eric', 'last_name': 'Thames', 'position': '1B', 'age': 31}
{'id': '2804025', 'name_brief': 'C. T.', 'first_name': 'Collin', 'last_name': 'Theroux', 'position': 'C', 'age': 24}
{'id': '2119382', 'name_brief': 'D. T.', 'first_name': 'Dillon', 'last_name': 'Thomas', 'position': 'LF', 'age': 25}
{'id': '2114133', 'name_brief': 'J. T.', 'first_name': 'Justin', 'last_name': 'Thomas', 'position': 'RP', 'age': 27}
{'id': '1945618', 'name_brief': 'M. T.', 'first_name': 'Mark', 'last_name': 'Thomas', 'position': 'C', 'age': 29}
{'id': '2044498', 'name_brief': 'J. T.', 'first_name': 'Jake', 'last_name': 'Thompson', 'position': 'SP', 'age': 24}
{'id': '2801794', 'name_brief': 'R. T.', 'first_name': 'Ryan', 'last_name': 'Thompson', 'position': 'RP', 'age': 25}
{'id': '1741020', 'name_brief': 'T. T.', 'first_name': 'Trayce', 'last_name': 'Thompson', 'position': 'CF', 'age': 27}
{'id': '2804922', 'name_brief': 'D. T.', 'first_name': 'Dickie Joe', 'last_name': 'Thon', 'position': '2B', 'age': 26}
{'id': '1840443', 'name_brief': 'T. T.', 'first_name': 'Tyler', 'last_name': 'Thornburg', 'position': 'RP', 'age': 29}
{'id': '1958113', 'name_brief': 'Z. T.', 'first_name': 'Zach', 'last_name': 'Thornton', 'position': 'RP', 'age': 29}
{'id': '2117130', 'name_brief': 'L. T.', 'first_name': 'Lewis', 'last_name': 'Thorpe', 'position': 'SP', 'age': 22}
{'id': '2066808', 'name_brief': 'A. T.', 'first_name': 'Andrew', 'last_name': 'Thurman', 'position': 'SP', 'age': 26}
{'id': '2766205', 'name_brief': 'B. T.', 'first_name': 'Blake', 'last_name': 'Tiberi', 'position': '3B', 'age': 23}
{'id': '2227184', 'name_brief': 'K. T.', 'first_name': 'Kodie', 'last_name': 'Tidwell', 'position': 'SS', 'age': 23}
{'id': '1499976', 'name_brief': 'C. T.', 'first_name': 'Chris', 'last_name': 'Tillman', 'position': 'SP', 'age': 29}
{'id': '1937338', 'name_brief': 'D. T.', 'first_name': 'Daniel', 'last_name': 'Tillman', 'position': 'RP', 'age': 29}
{'id': '2046464', 'name_brief': 'C. T.', 'first_name': 'Charlie', 'last_name': 'Tilson', 'position': 'CF', 'age': 25}
{'id': '2211808', 'name_brief': 'J. T.', 'first_name': 'Jesus', 'last_name': 'Tinoco', 'position': 'SP', 'age': 22}
{'id': '2047808', 'name_brief': 'M. T.', 'first_name': 'Maxx', 'last_name': 'Tissenbaum', 'position': '2B', 'age': 26}
{'id': '2117053', 'name_brief': 'C. T.', 'first_name': 'Carlos', 'last_name': 'Tocci', 'position': 'CF', 'age': 22}
{'id': '2114642', 'name_brief': 'A. T.', 'first_name': 'Andrew', 'last_name': 'Toles', 'position': 'LF', 'age': 25}
{'id': '1758835', 'name_brief': 'J. T.', 'first_name': 'Josh', 'last_name': 'Tomlin', 'position': 'SP', 'age': 33}
{'id': '2119960', 'name_brief': 'K. T.', 'first_name': 'Kelby', 'last_name': 'Tomlinson', 'position': '3B', 'age': 27}
{'id': '2167938', 'name_brief': 'M. T.', 'first_name': 'Matt', 'last_name': 'Tomshaw', 'position': 'P', 'age': 29}
{'id': '2226390', 'name_brief': 'C. T.', 'first_name': 'Cristian', 'last_name': 'Toribio', 'position': 'SS', 'age': 23}
{'id': '2167460', 'name_brief': 'L. T.', 'first_name': 'Luis', 'last_name': 'Torrens', 'position': 'C', 'age': 21}
{'id': '2170026', 'name_brief': 'D. T.', 'first_name': 'Daniel', 'last_name': 'Torres', 'position': 'C', 'age': 25}
{'id': '2167471', 'name_brief': 'G. T.', 'first_name': 'Gleyber', 'last_name': 'Torres', 'position': 'SS', 'age': 21}
{'id': '2210105', 'name_brief': 'J. T.', 'first_name': 'Jose', 'last_name': 'Torres', 'position': 'RP', 'age': 24}
{'id': '2051187', 'name_brief': 'K. T.', 'first_name': 'Kevin', 'last_name': 'Torres', 'position': 'C', 'age': 28}
{'id': '2121322', 'name_brief': 'R. T.', 'first_name': 'Ramon', 'last_name': 'Torres', 'position': '2B', 'age': 25}
{'id': '1741021', 'name_brief': 'T. T.', 'first_name': 'Tim', 'last_name': 'Torres', 'position': '3B', 'age': 34}
{'id': '1804326', 'name_brief': 'R. T.', 'first_name': 'Ronald', 'last_name': 'Torreyes', 'position': '2B', 'age': 25}
{'id': '2226047', 'name_brief': 'C. T.', 'first_name': 'Corey', 'last_name': 'Toups', 'position': '2B', 'age': 25}
{'id': '2135250', 'name_brief': 'T. T.', 'first_name': 'Touki', 'last_name': 'Toussaint', 'position': 'SP', 'age': 21}
{'id': '1953531', 'name_brief': 'W. T.', 'first_name': 'Wilfredo', 'last_name': 'Tovar', 'position': 'SS', 'age': 26}
{'id': '2171869', 'name_brief': 'C. T.', 'first_name': 'Cal', 'last_name': 'Towey', 'position': 'OF', 'age': 28}
{'id': '2029344', 'name_brief': 'S. T.', 'first_name': 'Stryker', 'last_name': 'Trahan', 'position': 'RF', 'age': 23}
{'id': '2449436', 'name_brief': 'T. T.', 'first_name': 'Taylor', 'last_name': 'Trammell', 'position': 'LF', 'age': 20}
{'id': '2049815', 'name_brief': 'D. T.', 'first_name': 'Devon', 'last_name': 'Travis', 'position': '2B', 'age': 27}
{'id': '2165930', 'name_brief': 'S. T.', 'first_name': 'Sam', 'last_name': 'Travis', 'position': '1B', 'age': 24}
{'id': '2777674', 'name_brief': 'M. T.', 'first_name': 'Mitch', 'last_name': 'Trees', 'position': 'C', 'age': 22}
{'id': '1953420', 'name_brief': 'B. T.', 'first_name': 'Blake', 'last_name': 'Treinen', 'position': 'RP', 'age': 29}
{'id': '2226828', 'name_brief': 'J. T.', 'first_name': 'Jose', 'last_name': 'Trevino', 'position': 'C', 'age': 25}
{'id': '2119338', 'name_brief': 'A. T.', 'first_name': 'Andrew', 'last_name': 'Triggs', 'position': 'SP', 'age': 29}
{'id': '2171875', 'name_brief': 'B. T.', 'first_name': 'Brandon', 'last_name': 'Trinkwon', 'position': '3B', 'age': 26}
{'id': '2228461', 'name_brief': 'L. T.', 'first_name': 'Lou', 'last_name': 'Trivino', 'position': 'RP', 'age': 26}
{'id': '2053482', 'name_brief': 'N. T.', 'first_name': 'Nick', 'last_name': 'Tropeano', 'position': 'SP', 'age': 27}
{'id': '1739608', 'name_brief': 'M. T.', 'first_name': 'Mike', 'last_name': 'Trout', 'position': 'CF', 'age': 26}
{'id': '1104384', 'name_brief': 'M. T.', 'first_name': 'Mark', 'last_name': 'Trumbo', 'position': 'DH', 'age': 32}
{'id': '2167494', 'name_brief': 'J. T.', 'first_name': 'Jen-Ho', 'last_name': 'Tseng', 'position': 'SP', 'age': 23}
{'id': '2066800', 'name_brief': 'P. T.', 'first_name': 'Preston', 'last_name': 'Tucker', 'position': 'LF', 'age': 27}
{'id': '2119611', 'name_brief': 'S. T.', 'first_name': 'Sam', 'last_name': 'Tuivailala', 'position': 'RP', 'age': 25}
{'id': '589256', 'name_brief': 'T. T.', 'first_name': 'Troy', 'last_name': 'Tulowitzki', 'position': 'SS', 'age': 33}
{'id': '2226886', 'name_brief': 'D. T.', 'first_name': 'Drew', 'last_name': 'Turbin', 'position': '2B', 'age': 24}
{'id': '2121456', 'name_brief': 'J. T.', 'first_name': 'Josh', 'last_name': 'Turley', 'position': 'P', 'age': 27}
{'id': '2027424', 'name_brief': 'N. T.', 'first_name': 'Nik', 'last_name': 'Turley', 'position': 'RP', 'age': 28}
{'id': '2167350', 'name_brief': 'S. T.', 'first_name': 'Spencer', 'last_name': 'Turnbull', 'position': 'SP', 'age': 25}
{'id': '2114070', 'name_brief': 'B. T.', 'first_name': 'Ben', 'last_name': 'Turner', 'position': 'C', 'age': 27}
{'id': '1600680', 'name_brief': 'J. T.', 'first_name': 'Justin', 'last_name': 'Turner', 'position': '3B', 'age': 33}
{'id': '2135249', 'name_brief': 'T. T.', 'first_name': 'Trea', 'last_name': 'Turner', 'position': 'SS', 'age': 24}
{'id': '2167934', 'name_brief': 'J. T.', 'first_name': 'Justin', 'last_name': 'Twine', 'position': 'SS', 'age': 22}
{'id': '2044487', 'name_brief': 'D. U.', 'first_name': 'Duane', 'last_name': 'Underwood', 'position': 'SP', 'age': 23}
{'id': '2226788', 'name_brief': 'D. U.', 'first_name': 'Dylan', 'last_name': 'Unsworth', 'position': 'SP', 'age': 25}
{'id': '593198', 'name_brief': 'J. U.', 'first_name': 'Justin', 'last_name': 'Upton', 'position': 'LF', 'age': 30}
{'id': '2053483', 'name_brief': 'J. U.', 'first_name': 'Jose', 'last_name': 'Urena', 'position': 'SP', 'age': 26}
{'id': '2228198', 'name_brief': 'J. U.', 'first_name': 'Jose Carlos', 'last_name': 'Urena', 'position': 'RF', 'age': 23}
{'id': '2167492', 'name_brief': 'R. U.', 'first_name': 'Richard', 'last_name': 'Urena', 'position': 'SS', 'age': 22}
{'id': '2073700', 'name_brief': 'J. U.', 'first_name': 'Julio', 'last_name': 'Urias', 'position': 'SP', 'age': 21}
{'id': '2043931', 'name_brief': 'G. U.', 'first_name': 'Gio', 'last_name': 'Urshela', 'position': '3B', 'age': 26}
{'id': '288923', 'name_brief': 'C. U.', 'first_name': 'Chase', 'last_name': 'Utley', 'position': '2B', 'age': 39}
{'id': '2119384', 'name_brief': 'P. V.', 'first_name': 'Pat', 'last_name': 'Valaika', 'position': 'SS', 'age': 25}
{'id': '1225749', 'name_brief': 'L. V.', 'first_name': 'Luis', 'last_name': 'Valbuena', 'position': '3B', 'age': 32}
{'id': '2226790', 'name_brief': 'J. V.', 'first_name': 'Jose', 'last_name': 'Valdespina', 'position': 'RP', 'age': 26}
{'id': '2107834', 'name_brief': 'J. V.', 'first_name': 'Jose', 'last_name': 'Valdez', 'position': 'RP', 'age': 28}
{'id': '2120407', 'name_brief': 'O. V.', 'first_name': 'Ordomar', 'last_name': 'Valdez', 'position': '2B', 'age': 23}
{'id': '2804920', 'name_brief': 'P. V.', 'first_name': 'Phillips', 'last_name': 'Valdez', 'position': 'RP', 'age': 26}
{'id': '1660696', 'name_brief': 'D. V.', 'first_name': 'Danny', 'last_name': 'Valencia', 'position': '1B', 'age': 33}
{'id': '2052696', 'name_brief': 'J. V.', 'first_name': 'Jesmuel', 'last_name': 'Valentin', 'position': '2B', 'age': 23}
{'id': '2228199', 'name_brief': 'R. V.', 'first_name': 'Ricardo', 'last_name': 'Valenzuela', 'position': 'C', 'age': 27}
{'id': '2119616', 'name_brief': 'B. V.', 'first_name': 'Breyvic', 'last_name': 'Valera', 'position': '2B', 'age': 26}
{'id': '2800872', 'name_brief': 'R. V.', 'first_name': 'Rafael P', 'last_name': 'Valera', 'position': '2B', 'age': 23}
{'id': '2171184', 'name_brief': 'E. V.', 'first_name': 'Evan', 'last_name': 'Van Hoosier', 'position': 'CF', 'age': 24}
{'id': '1741024', 'name_brief': 'S. V.', 'first_name': 'Scott', 'last_name': 'Van Slyke', 'position': 'LF', 'age': 31}
{'id': '1741221', 'name_brief': 'N. V.', 'first_name': 'Nick', 'last_name': 'Van Stratten', 'position': 'RF', 'age': 32}
{'id': '2119087', 'name_brief': 'J. V.', 'first_name': 'Josh', 'last_name': 'VanMeter', 'position': 'SS', 'age': 23}
{'id': '2228220', 'name_brief': 'A. V.', 'first_name': 'A.J.', 'last_name': 'Vanegas', 'position': 'RP', 'age': 25}
{'id': '2910616', 'name_brief': 'C. V.', 'first_name': 'Carlos', 'last_name': 'Vargas', 'position': 'SS', 'age': 19}
{'id': '2169704', 'name_brief': 'C. V.', 'first_name': 'Cesar', 'last_name': 'Vargas', 'position': 'SP', 'age': 26}
{'id': '2050861', 'name_brief': 'I. V.', 'first_name': 'Ildemaro', 'last_name': 'Vargas', 'position': '2B', 'age': 26}
{'id': '556425', 'name_brief': 'J. V.', 'first_name': 'Jason', 'last_name': 'Vargas', 'position': 'SP', 'age': 35}
{'id': '2216811', 'name_brief': 'D. V.', 'first_name': 'Dayron', 'last_name': 'Varona', 'position': 'CF', 'age': 30}
{'id': '2837630', 'name_brief': 'D. V.', 'first_name': 'Daulton', 'last_name': 'Varsho', 'position': 'C', 'age': 21}
{'id': '1812664', 'name_brief': 'A. V.', 'first_name': 'Andy', 'last_name': 'Vasquez', 'position': 'SS', 'age': 30}
{'id': '1741025', 'name_brief': 'A. V.', 'first_name': 'Anthony', 'last_name': 'Vasquez', 'position': 'SP', 'age': 31}
{'id': '1957443', 'name_brief': 'D. V.', 'first_name': 'Danry', 'last_name': 'Vasquez', 'position': 'RF', 'age': 24}
{'id': '1806352', 'name_brief': 'C. V.', 'first_name': 'Cory', 'last_name': 'Vaughn', 'position': 'RF', 'age': 28}
{'id': '2228427', 'name_brief': 'T. V.', 'first_name': 'Trey', 'last_name': 'Vavra', 'position': '1B', 'age': 26}
{'id': '2803829', 'name_brief': 'B. V.', 'first_name': 'Boo', 'last_name': 'Vazquez', 'position': 'OF', 'age': 25}
{'id': '1810924', 'name_brief': 'C. V.', 'first_name': 'Christian', 'last_name': 'Vazquez', 'position': 'C', 'age': 27}
{'id': '1737859', 'name_brief': 'J. V.', 'first_name': 'Jorge', 'last_name': 'Vazquez', 'position': '3B', 'age': 36}
{'id': '2117039', 'name_brief': 'V. V.', 'first_name': 'Vince', 'last_name': 'Velasquez', 'position': 'SP', 'age': 25}
{'id': '2715764', 'name_brief': 'H. V.', 'first_name': 'Hector', 'last_name': 'Velazquez', 'position': 'RP', 'age': 29}
{'id': '2837635', 'name_brief': 'N. V.', 'first_name': 'Nelson', 'last_name': 'Velazquez', 'position': 'LF', 'age': 19}
{'id': '2227745', 'name_brief': 'J. V.', 'first_name': 'Jose', 'last_name': 'Velez', 'position': 'RP', 'age': 28}
{'id': '1813194', 'name_brief': 'P. V.', 'first_name': 'Pat', 'last_name': 'Venditte', 'position': 'RP', 'age': 32}
{'id': '1725409', 'name_brief': 'J. V.', 'first_name': 'Jonny', 'last_name': 'Venters', 'position': 'RP', 'age': 33}
{'id': '2113508', 'name_brief': 'D. V.', 'first_name': 'Drew', 'last_name': 'VerHagen', 'position': 'RP', 'age': 27}
{'id': '2167479', 'name_brief': 'A. V.', 'first_name': 'Alex', 'last_name': 'Verdugo', 'position': 'CF', 'age': 21}
{'id': '2118878', 'name_brief': 'B. V.', 'first_name': 'Ben', 'last_name': 'Verlander', 'position': 'CF', 'age': 26}
{'id': '530362', 'name_brief': 'J. V.', 'first_name': 'Justin', 'last_name': 'Verlander', 'position': 'SP', 'age': 35}
{'id': '1765822', 'name_brief': 'D. V.', 'first_name': 'Drew', 'last_name': 'Vettleson', 'position': 'RF', 'age': 26}
{'id': '2803487', 'name_brief': 'J. V.', 'first_name': 'Josh', 'last_name': 'Vidales', 'position': '2B', 'age': 24}
{'id': '2444514', 'name_brief': 'T. V.', 'first_name': 'Thyago', 'last_name': 'Vieira', 'position': 'RP', 'age': 25}
{'id': '2211196', 'name_brief': 'E. V.', 'first_name': 'Engelb', 'last_name': 'Vielma', 'position': 'SS', 'age': 23}
{'id': '2837638', 'name_brief': 'M. V.', 'first_name': 'Mark', 'last_name': 'Vientos', 'position': 'SS', 'age': 18}
{'id': '2837639', 'name_brief': 'R. V.', 'first_name': 'Ryan', 'last_name': 'Vilade', 'position': 'SS', 'age': 20}
{'id': '1961304', 'name_brief': 'C. V.', 'first_name': 'Christian', 'last_name': 'Villanueva', 'position': '3B', 'age': 26}
{'id': '292100', 'name_brief': 'J. V.', 'first_name': 'Jonathan', 'last_name': 'Villar', 'position': '2B', 'age': 26}
{'id': '2506928', 'name_brief': 'M. V.', 'first_name': 'Meibrys', 'last_name': 'Viloria', 'position': 'C', 'age': 21}
{'id': '2227734', 'name_brief': 'N. V.', 'first_name': 'Nick', 'last_name': 'Vilter', 'position': '3B', 'age': 24}
{'id': '2044556', 'name_brief': 'Z. V.', 'first_name': 'Zach', 'last_name': 'Vincej', 'position': 'SS', 'age': 26}
{'id': '1915104', 'name_brief': 'N. V.', 'first_name': 'Nick', 'last_name': 'Vincent', 'position': 'RP', 'age': 31}
